0.0	kuntoisuus,kysymys	Haluan kirkkaan soundin joka tulla sijaitsemaan suht kaukana virtuaalisessa tilassa Kitara olla tällainen	yamahan	perus vähän päälle satasen halpisnylonkielinen olla mikään suositusta mikä tyyppistä mikki sijoitusta kannattaa kokeilla ensimmäiseksi ?
0.0	kotimaa		Inquisitionin	molemmat jäsen olla amerikkalaisia joten bändin olla amerikkalainen
1.0	artisti,artistivalikoima,tarjonta		Ruissi	kiinnostaa koska Offspring joka lisäksi siellä olla melko makoisa kattaus muu artisteja joita voida katsella odottaessa Sit myös Pori Jazz koska Bob Dylan
0.0	kysymys,kysymys,saatavuus,saatavuus,virallisuus,yhteensopivuus	ihan pari googlailua tein äsken olla tuoda siis	Korgin	ihan virallinen ja Macille saada ?
1.0	nautinto	juuh voida se tunne kun päräyttää Anathemat ja	Katatonia	tykitykset tulille sama kun siemailen säkenöivää punaviiniä lempi fedora päässä :)
1.0	laatu,nautinto	Joell ortiz edelleenkin hyvä jenkkiräppäri heti	Army of the pharaohssin	jälkeen tämä vuosi 2014 hyvä jenkkiräp-biisi
0.3333333333333333	esto,pelaaminen,yritystoiminta	ei ymmärtää koko Sony-analogiaa ei	Sony	tietää olla lisännyt peleihinsä mikään estoja emulaattoreilla ajaminen vastaan
-0.3333333333333333	laatu,suorituskyky,toimivuus	itsellä oma	acerin emachines	paskassa miniläppärissä Precise Pangolin ei olla olla mikään ongelma Edes terminaalia olla kerta tarvinnut avata
0.0	asiantuntemus,mielipide	ei varmaan työntekijänä kiinnosta tuo mutta suomalainen työnantaja voida olla kiinnostunut Joku pikkufirman webbiportaalin väsääminen ainakin sujuu hyvin paljon hyvä tiedot heillä	Djangosta	ja tämä alustoista kuin perusyrittäjällä
-1.0	nopeus,suorituskyky	elikäs Omistan kannetavan Compaq Presario CQ60 tietokoneen ja yritän pelata	Euro Truck Simulator 2	peli ja ongelmahan olla se että vaikka olla laittanut pelissä kaikki asetukset pienimmälle mahdolliselle tasolle niin silti se tökkii niin paljon että#ei tehdä enää mieli pelata Joten ehdotelkaas vaikkapa jotakin sopivaa näytönohjainta/toimenpidettä millä saisin sen taas toimia
-0.5	nykyaikaisuus,ominaisuudet,tieto	ei se ihan niinkään olla Java 7 olla nyt se juttu ja se olla aika moni uusi vipua ( switch muun muassa ) Java 5 tiedoilla ei pärjää ei varsinkaan alle	Java 5	
-0.75	ohje,päivitys	Myy gs2 pois ja ostaa joku vuosi vanhempi	cyanogenmodin	tukema puhelin johon olla jo koodattu avoimet ajuri Saat jatkossakin heti päivitettyä
0.0	kysymys	mikä muuten ero oikeasti olla C11 : sta ja	C++11 : sta	?
-1.0	nykyaikaisuus	Ilmeeni kun meillä koulussa käytetään Dosboxissa Turbo Pascalia ja opintomateriaalina	Turbo Pascal	opintomoniste 90-luvun alusta
1.0	käytettävyys,monimutkaisuus	Rust olla siis periaate	C/C++	miinus kaksi miljoona tapaa ampua itseään jalkaan ?
-0.3333333333333333	asennus,kysymys	Kuinka saada asentaa windows 7 : n muistitikulta koska koneessa ei olla levyasemaa ( kirottu	lenovo	) ? Muistitikun koko olla 8GB ja löytyä windows 7 iso : na Käyttöjärjestelmä tämä hetki olla UBUNTU 12 04 LTS
0.3333333333333333	kysymys	ja toisekseen mikä olla hyvä ilmainen tapa poistaa kaikki data tyhjästä tilasta ilman että poistaa	Windowssia	ja tarpeellisia tiedostoja ?
1.0	käyttökelpoisuus,toimivuus,toimivuus	Miks käytät tommosta paska ?	Windows	defaultti riittää ihan hyvin
1.0	käytettävyys,laatu,yleinen	Windowsilla C++ kirjoita MSVC olla parhaimpia vaihtoehtoja Linuxilla GCC tai	Clang	
0.0	kysymys,kysymys,käytettävyys,toimivuus	Kokemuksia android devaamisesta Android Studion apu ? aP tehdä eka appiaan ja kaipaa apinaohjeita kys ympäristön käyttö Kokemusta olla lähinnä Qt:sta ja cpp:sta nyt käyttö siis	Android Studio	ja kielenä java ainakin ensinäkemältä tuo tyhjäprojekti sisältää vitusti kaikkea xml-yms settiä jota olla vaikea hahmottaa
-0.5	suoritus	varmaan osasyy	Barca	hampaattomuuteen olla Vilanovan sivussaolo ei tullut riittäviä lääkkeitä taktisesti kun se olla tarvittu
0.0	pelaaja,sopimus	>Liverpool oikeasti tehdä tammikuun parhaat ostokset Zaha tehdä kyllä sopparin	ManUn	kanssa
1.0	joukkuepelaaminen,joukkuepeli,jääkiekko,menestys,suoritus	Pitkään jo odottanut että tämä kultapoika vaihdettaisiin pois joukkueesta Vaihtamalla Ovyn joukkue voida saada paljon erittäin tärkeitä kasvoja ja alkaa jopa toimia menestyneenä joukkueena kuten esimerkiksi Kings ja	Boston	Nämä joukkueet olla todistaneet kuinka tärkeää joukkuepelaaminen tälläkin liigatasolla olla sitäpaitsi kummallakaan ei olla hyökkäyspäässä Ovyn kaltaista huipputaituria
1.0	suoritus,vedonlyönti,vedonlyönti,voitto	kiitos Inter ja Sirbiladze 80e askeleen lähempänä nyt vain toivotaan että	Chelsea	hoitaa homman kotiin ei puppeloi Jaron tapaan
0.0	analyysi	Otatko yhtään varma putoaja - kommenttejasi takaisin ? 17 sija olla vain pisteen päässä ja nyt olla kolmessa peräkkäisessä pelissä Sunderland näyttänyt paljon taistelutahtoa Etenkin vielä Johnsonin hyvä vire ja Fletcherin kuntoutuminen Mannone kanssa tehdä nipun hyvä torjuntoja	Southamptonia	vastaan
1.0	sympaattisuus,sympaattisuus,sympaattisuus,tunne	Lotus vaikuttaa aika sympaattiselta tiimiltä verrata	Ferrariin	Harmi että hommat mennä kuin mennä
0.6666666666666666	kannatus,pelaajat,toivo,yleinen	kaikki merkit kyllä viittaisi se että	Kärpille	vielä sentteri leivotaan ( uusiksi ) huolettaa tosin tuo huippu-urheilijalle erittäin pitkä tauko Liigapeleissä mutta mikä se tietää kuinka kovaa olla syksy treenattu toivotaan hyvä !
-1.0	mielipide	se saatanan EK pitää ajaa alas niin	SAK : kin	menis sama jolloinka päästäis yrityskohtaisiin palkkaratkaisuihin
-0.5	arvio,suosio	Mites tuo demarit ? ja työväki äänestää lähes#tulkoon mikä tahansa puoluetta jopa	Kokoomusta	
-0.6666666666666666	ongelma,reiluus,valtuutetut	jos perus#suomalainen varavaltuutetut olla ongelma niin olla myös yksittäiset	vihreiden	valtuutetut
-0.5	kannatus,laumasieluisuus	niin uskon kyllä että	Greenpeacea	( tai mikä tahansa muu ryhmää ) sokeasti fanittaville tyypeille se olla vaikea
-0.5	kuntoisuus,suosio	ja jos vanhat merkit pitää paikkaansa niin	Persujen	kannatus vaalipäivänä olla gallup-lukemista huolimatta vain noin 12% Viime euro- ja kuntavaaleissa PS:lle taidettiin ennustaa n 16-17% lukemia mutta ei se ihan niin mennytkään
0.75	hinta,hinta,merkki,ohje	UK Amazonista lähtee 8 punnalla 30 pakettia	YumYumeja	ei postikulujakaan jos 20 punnalla tilaa eli kait tuossa vähän säästää Halvahkolla lähtee myös muu merkki
1.0	maku,maku,soveltuvuus	Soijasuikaleita olla itse tullut vedettyä kanan korvikkeena	Quorn	olla myös hyvä enemmän ehkä jauhelihan korvikkeena mutta eineksiin ei kyllä itse koskisi
1.0	hinta,hinta,maku,maku,maku	Tosiaan taisi käydä itsellänikin moka Solero 23 olla itselläin olla se yleisin	Angosturan 1919	itselläin hyllyssä myös erittäin mukava siemailla Virosta haettuna ei hintakaan olla paha 26€ tms taisi olla
-1.0	maku,maku,maku,vahvu	tämä kolmas hyvä salmiakkijauhe olla maistanut tuota	Kallea	mutta olla melko vaisua tavara
-1.0	laatu,maku,maku,suosio		King kebab	yliarvostetuin ravintola koko kaupungissa ihan se sama paska siellä olla niin kuin kaikkialla muuallakin
-1.0	laatu,maku,maku,maku,maku	Harmi vaan kun tuo	Pyynikin	oluet olla aika mitäänsanomattomia ei viitsiä tuollasia keskinkertaisuuksia tilailla hirveitä määriä
0.0	alusta,neuv,tieto	Oma koskeen rakennettu pieni vesivoimala ja paljon maata ja metsää varmasti tulevaisuus hyödyllistä ei tietää minkälaisia lupia tuollaisen vesivoimalan rakentaminen vaatia mutta muistaakseni jollakin suomalaisella olla oma sellainen ja videoitakin löytyä	Youtubesta	
0.6666666666666666	kuntoisuus,kysymys,sijoitus,sijoutuskohde	Maltillisia voittoja ap kotiuttanut mutta parempihan se kun ei mikään itse harrastan holdia ei kassani olla ihan vielä edes viisinumeroisissa luvuissa mutta kesän lopulla olla jo siellä Harrastus mieli itse sijoittelen Nokiaa Talvivaaraa Fortum	Sampo	Tuossa pari esimerkkiä salkusta lisäksi vähän olla kiinni Venäjän ja Intian rahastoissa
0.0	alusta,neuvo	Kaveri diilaa nuuskaa Pari kerta vuosi hakee jollain 3000-5000€ nuuskaa ruotsista ja myy työ ainakin ihan avoimesti	Facebookissa	olla seinällä ilmoitusta että olla nuuskaa tarjoilla Kuukaudessa mennä yleensä kaikki ja sillä kuulemma tuplaa alkusijoituksensa kevyesti Helppoa raha
-1.0	ohje,päätöksenteko,päätös,tuottavuus,yritystoiminta	tosin Nokia pisti tuotekehityksen myös leikkurin läpi kun patentit raukeavat	Nokia	ei tehdä enää millään voitta Osingot ei montaa vuosi lämmitä jos ei olla lisätuottoa näkyvissä muulla kuin toimintoja myydä Paska lafka ei ostaa jos omistaisin niin holdaisin jokusen vuosi ja myisin vessapaperina pois
0.3333333333333333	esimerkki,menestys	Siis mikä ihmeen juttu tämä olla olevinaan kun kaikki selittää että tarvii olla tunnettu kehittäjä että voida menestyä ? Mieti nyt jokin	Roviotakin	ketään ei kiinnostanut varmaan pätkääkään se pelit mikä se tehdä ennen Angry birdsiä
0.0	ennuste	Paypal ei tulla eroamaan	Ebaysta	vielä pitkään aikaan jos koskaan
0.6666666666666666	sijoitus,sijoituskohde	Viime aikoina nostanut taloudellisia näkymiään huomattavasti ei olla kauaakaan kun yritys tehdä tappiota yli 10% per osake Suurimpana syynä kehitykseen autojen älykkyyden lisääntyminen Mielestäni osake olla kuitenkin saavuttanut jo huippunsa joten enää se ei kannata tankata Tällä hetki minä top 3 keskipitkällä aikavälillä olla Nokia Nokian Renkaat ja	Cargotec	
0.0	kysymys,yleinen	Kannattaisiko myydä	Seadrillin	osakkeet nyt vielä kun voida ? Luin äskettäin että öljyn hinta tulla laskemaan rajusti ensi vuonna
0.6666666666666666	hinta,hinta,ilmainen,palvelu,tarjonta	kannattaa laittaa vaikka	nordnetin	ilmaiseen indeksirahastoon saat hajautuksen 25 : lle osakkeelle ja täysin ilmaiseksi
0.0	kone,laatu,suorituskyky		SMC : thän	olla LC4 koneisia aikamoisia matkalehmiä siis
0.0	yleinen	ei kaikki premiumit olla aikalailla ajaminen varten ? Kerääkö bemari	mersuun	verrata enemmän kilometrejä vai toisinpäin ? ja mitenköhän olla mersun kolarit ?
-1.0	ajettavuus,laatu,mielipide	joo	bemarithan	olla kaikki paskimpia autoja ajaa ei kyllä yhtään epäilisi jos sinä olisit kuvassa
-1.0	informointi,laatu,suoritusteho,tehokkuus		BMW : n	tehot olla ilmoitettu ihan saatanasti yläkanttiin
1.0	ajettavuus,ajotuntuma	Et olla ilmeisesti ikinä ajanut	205 GTI : tä	Mahdut sillä ruutu kun käyt keskustassa Alkossa ja tämä jälkeen voit ajaa sillä böndelle ja nauttia ajastasi Valehtelematta hauskimpia autoja ajaa
1.0		Ok Stratoksen	Ferrari V6	olla aika hyvänkuulonen kanssa
-1.0	laatu,laatu,laatu,ulkonäk	ei kyllä E60 pärjää laatu tai sisustaltaan audille tai mersulle jos taasen katsotaan autojen ulkonäköä niin se mieli bemari vie mersun mutta näyttää se vanhemmalle mikä	Audi	tämä tosin johtua se että audi ei olla päivittänyt uusia mallejaan niin paljon mikä muu
-0.3333333333333333	laatu,laatu	Ethän sä osata ees kirjottaa oikein niin syödä vähän tota sun uskottavuutta jos nyt ihan ensiksi kertoisit että miksi	Karma	olla paska auto ?
-1.0	a,hinta,hinta/laatu-suhde,monikäyttöisyys,vertailu	ei mäcissä vika olla mutta monivarsi olla hyvä	Mäcci	olla kustannustehokas kompromissi Monivarsi voidaan kustomoida hyvin eri automalleihin mäcciä ei
-0.3333333333333333		Okei ruma mutta olla varmaan menekkiä olla Saab olla / olla aika outo pulju 80 - ja 90 - luvuilla ei olla diesel - farmari - tai nelivetomalleja ollenkaan kaikki kruunasi että ysärin lopussa Saabeista alettiin tehdä	Opeleita	
1.0	akku,kestävyys,käytettävyys,laatu,yleinen	Tuosta listasta puuttuu oikeasti hyvä puhelin	Xperia Z3 Compact	Ollu nyt pari päivää käyttö ja pirun hyvä Akku kestää kovallakin käytöllä lähes kaksi päivää ilman virransäästöjä
0.0	arvo,laatu	Mersu tietenkin Onhan se huomattavasti arvokkaampi auto Kummallakaan ei tehdä yhtään mikään ja tuonkaltaiset autot ei kiinnosta joten myisin auto välittömästi ja ostaa joku mielekkäämmän valinnan Tavallinen S - sarjan coupen tai	A5 - audin	voisin jopa pitääkin tuo RS - AMG - yms mallit ei herätä juurikaan omistamisen haluja ei sen puoleen että tuo olla keskenään kovin vertailukelpoinen pari edustavat hieman eri autoluokkia
-0.3333333333333333	hinta,hinta,hinta	no tohon volvoon ja volkkariin saada ifilta osakaskon halvemmalla kun pelkän liikennevakuutukseen mutta	mersussa	se olla 150 € kalliimpi
0.3333333333333333	taistelulajit	Sparria täyskontakttilla joku verran Riippuu tietenkin vyöasteesta itselläin keltainen vyö ( joka saada yleensä peruskurssin jälkeen ) ja meillä olla jo jokin verran kevyttä sparria olla mahdollinen kisata	BBJ : n	kanssa sama tekniikoita matossa löytyä Ainoa ääni mikä kuulua olla uloshengitys lyödessä/potkiessa
-1.0		ja olla tuo iäkkäämpien herrojen jäävuoroja mikä vaan pelataan höntsää sekoitetuilla jengeillä Noihin	A-Junnuihin	ei varmaan enää 19v iässä ilman minkäänlaista kokemusta oteta ketään
-1.0	laatu	Mikäli harrastat paljon powerslidejen tekemistä niin Bonesit	Spitfiren	renkaisiin tulla aivan helvetin helposti flätspotteja
1.0	laatu,valinta	itse kattelin tuommoista ensifiksiksi mutta päätyä lopulta ostaa	Fuji track classicin	ja olla tyytyväinen valintaani ei ostaa
0.3333333333333333	laatu,yleiskuva	ei saa olla kyllä lapsuuden kovin joulu/synttärilahja heti	SNES:in	jälkeen tuollainen Rc-auto Hajosi nopeasti piharalleissa mutta olla täyttä voittoa never 4get
1.0	käytettävyys	ihan kiva lauta päätyä hankkimaan	loadedin vanguard longboardin	vaikka Helsingissä liikun mutta kyllä lonkuillakin pärjää ihan hyvin urbaanissa ympäristössä
0.0		no kyllä se taitaa sitten olla mahdotonta vaihtaa se kosketuspaneeli erikseen näin olla lukenut nyt muualtakin miksi ihmeessä se sitten olla koko ebay täynnä ? Periaatteessa samanlainen systeemi olla esin Galaxy S4 : O mutta se löytyä kyllä jokin pelkän lasin vaihto-ohjeita ei sitten tietää toimisiko	lumiaan	
1.0		Mulla olla joskus joku vanha	Thinkpad	Tykkäsin ihan helvetisti Pitää kylla ostaa joskus
1.0	laa,laatu,laatu	Siinä olla vaan se ero että	ThinkPad	olla oikeasti hyvä kuin kilpailijansa
-1.0	kysymys,käytettävyys,monipuolisuus,toimivuus	miksi ihmeessä kukaan edes käyttää	whatsappia	kun androidin mukana tulla Hangouts joka toimia myös pc:llä ja tukea videopuheluitakin
-0.3333333333333333	käyttö,varustetaso	se olla ihan erin näköinen kuin HTC : n Sense käyttöliittymä ja puhelin ei löydy kuin esiasennetut appsit ja asetukset olla nollatu eli että olla asentanut se	Cyanegenmodia	
0.0	asennus	itse olla huomannut että harvoin tuo tikut toimivat järkevästi	linuxin	asentamiseen joten ostaa pari CD-RW levyä ja polta niille
0.8	hinta,hinta,hinta-laatusuhde,hinta/laatu-suhde,hinta/laatu-suhde,laatu,laatu,yleiskuva	olla kenelläkään kokemusta	Kindle fire	tableteista ? Kaikin puolin vaikuttaisi hyvältä laitteelta joka hyvä hinta/laatu-suhde olla tieto että olla mahdollinen maksaa suomalaisella luottokortilla maksullisia sovelluksia ?
0.0	facebook,kysymys,viestit	miten tuo FB tili liitetään viesteihin ? Minulla olla kyllä	facebook	tili lisättynä tuolla email+accounts mutta mikään viesti ei olla tullut näkyviin t aP koulusta
-1.0	helppous,oikeellisuus		Youtubesta	löytyä aika palikoille olevia ohjeita mutta suositella lukemaan taustatietoa mahdollisten virheiden välttämiseksi
-1.0	laatu	Nyymit hoi ! Tarvitsisin hieman apu Koneen virkaa olla noin vuosi aika suorittanut	Acer aspire v3-771g i7-3632qm	Muutama päivä sitten osa näppäimistä ( enter backspace nuolinäppäimet yms ) yhtäkkiä lopetti toimintansa ei tietää miksi näin tapahtui Näppäimille ei olla kaatunut ikinä mikään ja se vaikuttavat muuten hyväkuntoisilta Osaatteko sanoa miten mahdollinen vian voida korjata ja mikä olla sen aiheuttaja
0.0		Oma tietokoneeni olla meno myyntiin ja se pitää alustaa silleen että kuitenkin käyttö#järjestelmä jäisi sinne kyse olla siis hp	dv6-3138eo	Auttakaa miten teen sen ?
0.0	yleinen	juuh elikkäs itsellä olla käyttö	lumia 710	olla liittänyt marketplaceen vanhan sähköpostiosoitteen ei muista se salasanaa ei olla mahdollinen saada se uusi Joten ei voida päivittää tai ladata sovelluksia koska sehän vaatia kirjautumista olla kenelläkään tieto että poistaako oletusasetusten palauttaminen kaikki tallennetut sähköpostiosoitteet yms
0.0		Meneekö kone valmiustilaan ?	Ubuntu Server	ei kyllä perusasetuksilla pitää mennä Veikkaisin verkkokorttia tai sen ajureita jos ei muu niin koita asentaa vaan puhtaalta pöydältä käyttis uusiksi
-0.5	it,prosessori,prosessori,suorituskyky,suorituskyky,suorituskyky	Yhden säikeen suoritus#kyky Intelin uusissa prossuissa	Q6600	verrata olla noin 2-3 kertainen kyllä tuo prossu alkaa peleissä olla jo pahasti olla vanhentunut
0.5	sopivuus	itselläin olla ennen	MS Sidewinder X6	joka sai numpädin pois ja se sopi täydellisesti 15 4 läppärini oma näppiksen päälle Tuollaista mattoa ei itse ainakaan haluaisi kirjoutustuntuma olla erittäin huono
-1.0	ominaisuudet,yhteensopivuus	unohtia mainita että	chromiumista	puuttuu tuki kaikki ei-opensource-jutuille kuten sellaiset pikkujutut kuin mp3 ja mp4 toisto
-0.25		Jokin	Intelin	hallintaohjelma voida kertoa tarkemmin mikä vika pitää etsiä toinen tapa : asenna 8 1 takaisin ja tehdä se seiskan näköinen kone toimia ei tunnu kamalalle
1.0	it,nopeus,nopeus	ostaa	SSD	ja nauti alle 5sek käynnistysajoista Sitten ei tarvita horrostiloja harrastaa
1.0	laatu	Bumppaillaan suomalaisella laadulla Kerran olla nähdä tämä	Large Amount of Soul : n	livenä ja pidin ihan helvetisti
1.0	ikä,laatu,yleinen,yleinen	Ilman muu itseasiassa laitoin kyseisen biisi soimaan sekunti ennen laudan avaamista Tuntuu että	Swans	vain paranee vanhetessaan Michael Gira olla kyllä aikamme musiikkineroja Saisivat pyörähtää suomessa joskus
1.0		olla tuttu jännästi iskee kyllä vaikken se kenellekään ääni halua myöntää	Megitsune	olla pirun kova
1.0	hinta,kestävyys,kuulokkeet	ostaa joko Koss The Plug / Spark Plug tai Creative EP-630 Ite tykkään tuo kosseista ja olla kestäny hyvin kun napit yleensä kaikki ei vaan tykkää tuo ton vaahtomuovisydeemin takia Sillon tuo	Creativet	tulla oleen sulle pomminvarma valinta ei napeista kannata maksaa enempää kun 30 euro Tollaset 20 euron hyvä napit kun ostaa nii niissä olla yleensä 1 vuosi takuu nii käydä sitten vaa hakemassa uusi kaupasta kun mennä paskaks
-1.0	laatu	Sit olla tuoda	Linux Multimedia Studio	joka olla ilmanen vaikuttaa kyllä aika paskalta
-1.0		Jep ei olla ihan varma mikä itse odotin olla tuo	Sä että tuu enää takaisin koskaan	rallin kuulla ennen ja se olla varmaan EP : n hyvä täytyä kyllä myöntää nyt EP : n muutamaan otteeseen kuunnelleena että ei tämä mikään järisyttävää olla Todella paljon toistavaa jytkettä Sanoisin että 2 5/5 ja toivotaan parempaa jatkoa
1.0	yleinen	Rupesin kuuntelemaan tämä vasta tämä viikolla olla kyllä aika hyvä Jännää miten voida löytää uusi hyvä musaa aina vaan ja vielä kotosuomesta :D tosin oma suosikki olla kyllä ehkä	Jokamies	koska olla synapoppiukkeli enempi
0.6666666666666666	hinta,kokemus	kannattaa nyt ainaki se	microsoft security essentials	asentaa eli lyhyesti : Windows oma muuri ja MSE olla kaikki mikä tarvit Ilmaisia myös
-0.6666666666666666	ominaisuudet,ominaisuus	mutta olla	Coffeescriptissä	mikään sellainen niin järisyttävää uusi jota JS ei tarjoaisi Kuulostaa hieman hipsteriprojektilta joka käytäntö hyödyt jäävät vähäisiksi Matalaa tason koodia tuskin kukaan haluta pyörittää selaimissa mikään muussa muodossa kuin plugareissa kyllä se pitää olla virtuaalikone ja tulkki mikä homma skulaa
1.0		Us-ko-ma-ton-ta miten tämä ei olla tullut itselleni mieli ? olla itse käyttää LibreOfficea jo pitkään mutta Word olla opiskelupiireissä huomattavasti suositumpi ei LO pitää	Microsoftin	formaateista Tallentamalla ODF-muotoon homma toimia molempiin suuntiin ja oma osuuden teko ryhmätöistä helpottui huomattavasti Kiitoksia tästä ! T ilmeisesti hitaasti käyvä teekkari
-1.0	laatu,laatu,tietoturvallisuus,toiminta,yleinen	Pakko kommentoida itse flashia muutenkin se olla ehkä paskin softa mikä meikäisellä olla asennettuna koneessa se aiheuttaa 90% selaimen kaatumisista se sukkaa se lagaa se vuotaa muisti voida luoja miten	Adobe	olla voinut onnistua suoltamaan pihalle noin reikäistä softa
0.0		miksi python tai php ei sitten olla oikea ohjelmointikieliä ? Kieli riippuu se mikä haluat tehdä jos haluat tehdä ajurin linux kerneliin tai muu matalan tason juttuja niin C jos haluat ohjelmoida softa androidille niin Java jos haluat koodata	Windows	ohjelmistoa niin vaikkapa C# jne
1.0	ohje,toimivuus	Sitten kun saat oma ohjelmasi toimia olla testata se sekä muu olla käyttää ja mahdollisesti viimeistelty asennuksella + ikoneilla Ts teet JEE softa joka pyöriä jossain ja se oikeasti voida käyttää ja se tehdä tarkoitettua asia Android ohjelma joka toimia moitteetta ja olla mahdollisesti ladattavissa GooglePlaystä tai sen toiminnasta olla video	Youtubessa	PC desktoppi ohjelma joka edellisten mukaan tehdä luvatun asian kaatuilematta ei olla resurssi hogi
0.0		Haluan koneelleni kuva kaltaisen ilmaisen muistilappuohjelman osaako joku suositella hyvä ja luotettavaa ? Kahlasin netissä tuo jonkunverran läpi mutta osassa varoitettiin kaikenlaisesta mukana tulevasta turhasta paskasta viruksista ym Käyttiksenä olla	Vista	mutta jokin syy kone oma sticky notes - ohjelma ei toimia niinkuin pitää
0.0		hyvä suami kalia ja viuna :DDDDDDD 2-1 olla hyvä ja Noge mikä helvettiä	Leijonat	
-0.5		Glorifioitu ystävyysottelu joka ei olla	ManU:lla	mikään pelissä toivottavasti mahdollisimman moni junnua yms B-tiimiläistä päästä kokeilemaan siipiään
-1.0		Samaan aikaan toisaalla Coutinho edustaa Valioliigan parhaimmistoa ja Norwich saada	Cityn	näyttämään kiertävältä sirkukselta
0.0		mikä tilanne tuo Pokan kans olla ? ei olla päästä pelaamaan kuin yhdessä	Islandersin	harjoituspelissä Olisi aika suuri parannus tuo Vallin/Eminger kaksikosta
-0.6666666666666666	kuntoisuus	Sdp olla vuosi vuodelta enemmän kuin kokoomuksen vasemmistolaisempi siipi ei se oma taistelutahtoa asiassa kyse ei olla kumminkaan työntekijöihin tai ammattiliittoihin liityvä asia nii	sdp : tä	ei kiinosta
0.0		Kazakstanin pitää tulla mukaan	Euraasian unioniin	muutenkin jos Nazarbajev pelata korttinsa hyvin ( ja olla tosi kiltisti Kremlin suuntaan ) niin ei uskoa että mikään uusi sotaa tulla se suunnalle mutta jos Kazakstan haluta leikkiä oikeasti itsenäistä valtiota samaan aikaan kun yhdentyy ja liittoutuu yhä tiiviimmin Venäjän kanssa niin se ei välttämättä toimia
0.0		Viestin rohkaisemana ajattelin itse kysyä arvon baarimestarilta että minkälaisia drinkkejä olla mahdollinen valmistaa kun kaapista löytyisi Johnny Walkerin Red labelia vaalea rommia ( Bacardi )	Bombay Sapphire Eastiä	ja ikivanhaa Martinin punaista vermuttia ? Rommista olla Cuba Libre - virityksiä duunannut mutta mitäs muu olla tarjolla ?
0.0	maku,mauku	tietää kyllä että joidenkin mieli	martini	olla juuri sopivaa kun lasia kallistetaan hivenen ranskan suuntaan mutta maistaako se vermutti muka yhtään noin ? Et kai viemäriin kaatanut ?!
1.0	toimivuus	Suosittelen	Spisiä	palvelu henkilökohtaista ruoka hyvä ja mielenkiintoista
1.0	maku,maku	Moskovskaja olla erittäin asiallinen drinkkivodka Meneehän se ihan nätisti pelkkänäänkin tarpeeksi viilennettynä mutta jos olla mahdollisuus valita niin snapsihommiin Russkiy Standart Platinum	Russkiy Brilliant	sun muu premium-vodkat olla ylivertaisia
1.0	maku,maku,maku		Pear	olla aika jees ei tosin hirveän montaa olla tullut maistettua
0.0		Rahkapirtelö banaanilla isolla knöölillä inkivääriä pienellä määrällä heraisolaattia ja kourallisella kuorellisia manteleita Kohta kauppareissulle	Lidliin	ja Hakikseen haemaan aineksia sichuanin kanaan Sichuaninpippuri löytyä jo
0.0		Helvetin hyvä Tuota saada myös	tokmannilta	ja vapaavalinnasta 2000-luvun alussa pikkukillit pitivät tuo purkkeja takataskuissa ja toivoivat samanlaista pyöreää jälkeä taskuihin kuin isoilla pojilla olla nuuskakiekoista
0.3333333333333333	maku	Ajattelin tilata single maltin ja bourbonia maistelun aloittamiseen Islayt yms jääköön tuonnemmaksi Ostoskoriin päätyi Googlailun peruste Glenlivet 12 yo ja	Maker ' s Mark	Vissiin ihan asialliset juomat näin aloittelija vai olla muu suosituksia ?
1.0	maku,maku		Beluga	tämä hetki maistetuista olla niin pehmeä että jos näette jossakin kokeilkaa ihmeessä
1.0	iso annos,laatu,määrä,täyttävä ruoka,yleinen	Ite kävin kans kokeileen tota Burger Kingia hyvä annos olla refillistä isot plussat lisäksi ateria olla muutenkin paljon täyttävätmpi kuin Hese/	Mäkkäri	
0.0	valikoima	Foodie fin mukaan jauhettua porsaanmaksaa saada Porvoosta esimerkiksi keskustan S-Marketista hieman yllätti että Porvoossa ei olla	Prismaa	
-1.0	hinta,maku,olut	Kerro toki mikä sitten ei olla markkalaageri ? itse miellän Karhun ehdottomasti Suomi parhaimmaksi lagerolueksi ja mennä heittää ohi näiden kalliimpien tuontioluiden kuten Heinekin tai	Changin	
-1.0	varustetaso	Alkoholin suhteen halvintahan siellä olla juuri olla tosiaan viinakset Oluita olla lähinnä vain Saksasta ja jokin	Brewdogia	mutta ei tosiaan kovin laajaa tai erityinen halpaa valikoimaa oluiden suhteen Mistäs muuten lähtisi hieman isompia määriä ns bulkimpaa olutta liikkeelle inhimilliseen hintaan ? Tallinnassa tulla käytyä melko harvakseltaan kun ei aivan naapurissa asu
0.3333333333333333		Muistuttaisin edelleen että osingosta muodostuva tuottoprosentti riippuu täysin omistamiesi osakkeiden hankintahinnasta Esimerkiksi jos ostit	Konetta	vuonna 2009 15 euron kappalehintaan tämä keväisellä 1 75 euron osingolla saadaankin ihan mukavat prosentit Osakkeen kurssi ei sinänsä kerro mikään yhtiön tuloksen jaosta
0.0		Säästämisellä tarkoitan rahan sivuun pistämistä ja kuukausittain sijoittamista indeksirahastoihin jotta ei mene aktiivisestihoidettujen hoitokuluihin tuotot Esimerkiksi	Seligsonin	rahasto kuukausittain jokin kiva summa
